level_0,Time,Year,Week,Month,Rate,Average temperature,Minimum temperature,Maximum temperature,Rainfall,Minimum humidity,Relative humidity,Day length,Duration of sunshine,Soil temperature at 3m,Soil temperature at 5m,Number of Daycare center,Population of Daycare center,outbreak,warning,peak,warning3,warning2,season,Last norovirus detection late,th
20,633,2016,50,12,0.409090909,3.518954322,-1.711363636,9.155032468,0.330844156,38.19480519,63.43110912,9.803409091,5.404058442,17.94025974,18.19090909,41084,1451215,1,1,0,1,1,11,0.357142857,0.1
21,634,2016,51,12,0.5,1.553733766,-3.236525974,6.85762987,0.378084416,38.07954545,61.25795455,9.735064935,5.41737013,17.37012987,18.03896104,41084,1451215,1,1,1,1,1,11,0.409090909,0.1
22,635,2016,52,12,0.409836066,5.381187708,1.255357143,10.38149351,6.687337662,60.61850649,79.41058215,9.711201299,2.828246753,16.76233766,17.86103896,41084,1451215,1,1,0,1,1,11,0.5,0.1
23,636,2016,53,12,0.395348837,0.807420884,-3.637824675,5.491883117,1.826623377,44.39123377,67.58857292,9.731818182,5.689772727,16.15064935,17.67792208,41084,1451215,1,1,0,1,1,11,0.409836066,0.1
24,637,2017,1,1,0.377358491,4.05487013,-0.97775974,9.983603896,0.262824675,47.20454545,72.83198052,9.795941558,5.05974026,15.6025974,17.45974026,40238,1450243,1,1,0,1,1,11,0.395348837,0.1
25,638,2017,2,1,0.339285714,0.467532468,-3.380519481,4.87224026,0.306980519,35.22564935,56.09350649,9.902922078,6.038636364,15.05324675,17.18831169,40238,1450243,1,1,0,1,1,11,0.377358491,0.1
26,639,2017,3,1,0.245901639,-1.997818704,-7.356493506,3.972402597,0.506818182,34.62824675,59.94312584,10.04853896,6.312987013,14.56883117,16.90519481,40238,1450243,1,1,0,1,1,11,0.339285714,0.1
27,640,2017,4,1,0.259259259,-2.489123377,-8.328084416,3.656493506,0.298214286,29.13636364,54.35941558,10.22613636,7.959945514,14.06623377,16.63376623,40238,1450243,1,1,0,1,1,11,0.245901639,0.1
28,641,2017,5,1,0.3,0.405278773,-4.758116883,5.978246753,0.811201299,31.36525974,58.49673459,10.42922078,5.998376623,13.57272727,16.37402597,40238,1450243,1,1,0,1,1,11,0.259259259,0.1
29,642,2017,6,2,0.333333333,-0.507155919,-4.202922078,3.77224026,0.329058442,35.82305195,57.01850649,10.65438312,5.731168831,13.12337662,16.11038961,40238,1450243,1,1,0,1,1,11,0.3,0.1
30,643,2017,7,2,0.24,2.339772727,-4.370616883,8.977597403,0.499350649,26.44480519,56.27727273,10.89594156,8.648593074,12.6974026,15.87272727,40238,1450243,1,1,0,0,1,11,0.333333333,0.1
31,644,2017,8,2,0.16,2.218993506,-3.454220779,7.710227273,3.360064935,32.76623377,60.39886364,11.14707792,7.041071429,12.32727273,15.58831169,40238,1450243,1,1,0,0,0,11,0.24,0.1
32,645,2017,9,2,0.074626866,4.229537991,-1.855681818,11.26558442,0.602922078,28.61363636,59.97696111,11.40633117,8.078733766,12.02857143,15.33246753,40238,1450243,0,1,0,0,0,11,0.16,0.1
33,646,2017,10,3,0.164556962,3.79025974,-2.136363636,10.18474026,0.124512987,22.6038961,48.91964286,11.67467532,9.154976489,11.80701299,15.12428571,40238,1450243,1,1,0,1,1,11,0.074626866,0.1
34,647,2017,11,3,0.135416667,6.57775974,-0.113798701,14.11055195,0.080844156,22.19836916,52.21753247,11.94074675,8.571900657,11.62207792,14.86883117,40238,1450243,1,1,0,1,1,11,0.164556962,0.1
35,648,2017,12,3,0.264367816,7.502597403,1.726136364,13.65876623,1.470292208,30.82142857,59.63163532,12.20454545,5.507142857,11.53116883,14.66883117,40238,1450243,1,1,0,1,1,11,0.135416667,0.1
36,649,2017,13,3,0.275,7.559090909,2.948538961,13.03116883,1.669480519,41.89935065,71.43475892,12.48116883,5.175974026,11.54545455,14.48831169,40238,1450243,1,1,0,1,1,11,0.264367816,0.1
37,650,2017,14,4,0.17,12.57077922,6.231331169,19.39155844,4.598214286,35.81769481,65.38474026,12.74204545,7.424188312,11.6025974,14.33896104,40238,1450243,1,1,0,1,1,11,0.275,0.1
38,651,2017,15,4,0.149253731,13.58928571,7.866233766,19.79577922,1.806980519,28.41396104,53.60681818,13.00438312,8.400974026,11.71168831,14.18831169,40238,1450243,1,1,0,1,1,11,0.17,0.1
39,652,2017,16,4,0.166666667,13.63863636,8.304383117,20.12045455,2.844642857,34.32954545,64.79431818,13.25779221,6.742857143,11.92467532,14.04415584,40238,1450243,1,1,0,1,1,11,0.149253731,0.1
40,653,2017,17,4,0.202702703,14.95146104,7.413311688,21.99253247,0.323863636,24.02922078,53.0413961,13.50308442,9.911511046,12.22207792,13.97272727,40238,1450243,1,1,0,1,1,11,0.166666667,0.1
41,654,2017,18,4,0.28125,18.15714286,11.10422078,25.50535714,0.677922078,28.84577922,55.54155844,13.7336039,9.822738468,12.52857143,13.96493506,40238,1450243,1,1,0,1,1,11,0.202702703,0.1
42,655,2017,19,5,0.20754717,17.02662338,11.77402597,22.89172078,2.509577922,43.25811688,69.88587662,13.94691558,5.303733766,12.87922078,13.92597403,40238,1450243,1,1,0,1,1,11,0.28125,0.1
43,656,2017,20,5,0.1625,18.14269481,11.34366883,25.20551948,0.080844156,29.79545455,56.55373377,14.13993506,10.82808442,13.31948052,13.96233766,40238,1450243,1,1,0,1,1,11,0.20754717,0.1
44,657,2017,21,5,0.166666667,18.87337662,12.60519481,25.79561688,0.767694805,34.28246753,63.37133714,14.30811688,9.729707792,13.73766234,13.9987013,40238,1450243,1,1,0,1,1,11,0.1625,0.1
45,658,2017,22,5,0.219178082,20.89545455,14.47029221,27.82857143,0.727435065,32.35551948,59.53942379,14.44431818,9.749512987,14.18831169,14.06233766,40238,1450243,1,1,0,0,1,11,0.166666667,0.1
46,659,2017,23,6,0.203389831,19.7663961,14.3487013,25.57045455,2.387337662,39.91233766,65.28254963,14.54561688,7.325487013,14.66493506,14.15974026,40238,1450243,1,1,0,0,0,11,0.219178082,0.1
47,660,2017,24,6,0.075949367,20.83457792,14.87386364,27.6038961,0.403896104,36.41558442,63.63656702,14.60876623,10.51269592,15.13116883,14.28831169,40238,1450243,0,1,0,0,0,11,0.203389831,0.1
48,661,2017,25,6,0.107142857,23.47305195,17.68457792,30.2487013,0.706655844,38.62824675,66.10405844,14.63068182,8.376388267,15.57012987,14.42987013,40238,1450243,1,1,0,0,0,11,0.075949367,0.1
49,662,2017,26,6,0.043478261,23.62305195,20.01477273,28.57873377,4.35762987,55.78733766,78.97272727,14.60811688,4.364935065,16.04805195,14.61168831,40238,1450243,0,1,0,-1,-1,11,0.107142857,0.1
50,663,2017,27,7,0.012195122,25.47329825,22.77564935,29.41363636,17.61347403,68.0762987,86.19690812,14.5474026,2.990897895,16.6438961,14.80428571,40238,1450243,0,1,0,-1,-1,11,0.043478261,0.1
51,664,2017,28,7,0.048192771,26.37793327,22.91343298,30.98522727,9.196915584,61.81818182,82.18680587,14.44626623,5.410551948,17.85714286,15.17272727,40238,1450243,0,0,0,-1,-1,11,0.012195122,0.1
52,665,2017,29,7,0.058823529,27.27201734,23.75975089,31.87290975,4.960551948,61.16513702,81.67321616,14.31298701,5.628472446,18.28051948,15.7038961,40238,1450243,0,0,0,-1,-1,11,0.048192771,0.1
0,666,2017,30,7,0.025641026,26.16047718,22.84768436,30.38188536,6.691720779,63.40228019,82.42728032,14.1474026,4.812427228,18.77792208,15.99090909,40238,1450243,0,0,0,-1,-1,12,0.058823529,0.1
1,667,2017,31,7,0.033707865,27.01019742,23.19383117,31.85892857,3.207792208,60.83603896,81.28237423,13.95633117,7.137012987,19.13246753,16.21688312,40238,1450243,0,0,0,-1,-1,12,0.025641026,0.1
2,668,2017,32,8,0.064935065,26.71646701,23.28149351,31.4637987,5.831006494,58.38311688,80.64796985,13.74448052,6.231980519,19.63246753,16.43636364,40238,1450243,0,0,0,-1,-1,12,0.033707865,0.1
3,669,2017,33,8,0.0625,24.04342066,21.53522727,27.52455031,13.25422078,70.77929542,87.24972011,13.51737013,2.536283401,20.4025974,16.74805195,40238,1450243,0,0,0,-1,-1,12,0.064935065,0.1
4,670,2017,34,8,0.076923077,25.75574713,22.26363636,30.33526459,13.4025974,59.0554747,82.01558624,13.275,5.781818182,20.93246753,17.18181818,40238,1450243,0,0,0,-1,-1,12,0.0625,0.1
5,671,2017,35,8,0.042253521,21.4112013,16.35746753,27.07305195,1.344318182,43.62835871,71.50464622,13.02808442,7.843344156,21.09220779,17.52727273,40238,1450243,0,0,0,-1,-1,12,0.076923077,0.1
6,672,2017,36,9,0.014492754,21.28143006,17.14204545,26.64464286,2.884090909,54.22077922,80.42271981,12.76931818,5.578246753,21.15844156,17.75714286,40238,1450243,0,0,0,-1,-1,12,0.042253521,0.1
7,673,2017,37,9,0.012987013,20.64886364,15.95357143,26.06477273,7.656655844,50.45292208,74.97386364,12.5086039,6.508842738,21.3038961,18.04675325,40238,1450243,0,0,0,-1,-1,12,0.014492754,0.1
8,674,2017,38,9,0.069444444,19.87337662,14.4836039,26.12159091,0.78961039,47.05357143,75.63993506,12.24383117,7.238474026,21.27142857,18.17532468,40238,1450243,0,0,0,-1,-1,12,0.012987013,0.1
9,675,2017,39,9,0.057971014,19.34237013,14.25844156,25.61996753,2.704545455,43.61201299,73.65498955,11.98409091,7.533404239,21.23376623,18.31688312,40238,1450243,0,0,0,-1,-1,12,0.069444444,0.1
10,676,2017,40,10,0.095238095,17.54756494,14.0599026,21.96688312,6.903409091,61.31168831,82.19836543,11.71201299,3.168019481,21.20649351,18.46103896,40238,1450243,0,0,0,-1,-1,12,0.057971014,0.1
11,677,2017,41,10,0.063492063,16.99845126,12.85714286,22.42778213,2.23538961,53.08700926,79.06083444,11.45535714,5.483715853,21.09350649,18.53896104,40238,1450243,0,0,0,0,-1,12,0.095238095,0.1
12,678,2017,42,10,0.032258065,14.96006867,10.58831169,20.57191558,0.221103896,47.72727273,73.89785229,11.19561688,4.822570533,20.91948052,18.61818182,40238,1450243,0,0,0,0,0,12,0.063492063,0.1
13,679,2017,43,10,0.105263158,13.18522727,7.701623377,20.12938312,0.053409091,41.68993506,72.17564935,10.94561688,6.785227273,20.66103896,18.67142857,40238,1450243,1,1,0,1,1,12,0.032258065,0.1
14,680,2017,44,10,0.1,10.48303292,4.905357143,17.21298701,0.688636364,38.71103896,65.63451075,10.70664838,7.101330422,20.39350649,18.71168831,40238,1450243,1,1,0,1,1,12,0.105263158,0.1
15,681,2017,45,11,0.148148148,10.1340368,3.431818182,17.4237013,0.296103896,35.46915584,65.36203351,10.48068182,7.497564935,20.05194805,18.70909091,40238,1450243,1,1,0,1,1,12,0.1,0.1
16,682,2017,46,11,0.28,5.388666219,-0.237175325,11.5362013,0.089123377,28.65097403,55.71457494,10.27353896,6.876623377,19.65454545,18.67922078,40238,1450243,1,1,0,1,1,12,0.148148148,0.1
17,683,2017,47,11,0.426666667,2.746753247,-2.468178086,8.253194507,0.708279221,34.86525974,60.37840909,10.08977273,6.166636811,19.2012987,18.60519481,40238,1450243,1,1,0,1,1,12,0.28,0.1
18,684,2017,48,11,0.481012658,3.9136289,-1.509902597,10.04512987,0.181168831,33.40746753,58.94585572,9.9375,6.381568144,18.70571429,18.53311688,40238,1450243,1,1,1,1,1,12,0.426666667,0.1
19,685,2017,49,12,0.430107527,0.805194805,-4.080357143,6.013474026,0.358279221,37.66071429,61.53701299,9.819480519,6.087649276,18.08441558,18.41818182,40238,1450243,1,1,0,1,1,12,0.481012658,0.1
20,686,2017,50,12,0.404494382,-2.531314375,-7.37775974,2.681006494,0.445292208,28.95454545,52.32785304,9.744318182,5.917676146,17.44285714,18.24285714,40238,1450243,1,1,0,1,1,12,0.430107527,0.1
21,687,2017,51,12,0.426829268,-0.459726474,-6.014615987,5.531616659,0.165909091,38.61178907,63.14645619,9.711850649,6.578571429,16.79350649,18.05324675,40238,1450243,1,1,0,1,1,12,0.404494382,0.1
22,688,2017,52,12,0.333333333,0.507267225,-3.749512987,5.034615241,2.178084416,39.90309001,60.72337697,9.725487013,4.816883117,16.13506494,17.86324675,40238,1450243,1,1,0,1,1,12,0.426829268,0.1
23,689,2017,53,12,0.222222222,2.053409091,-2.038636364,5.697727273,0.406818182,29.40909091,56.10568182,9.748863636,7.527272727,15.77272727,17.77272727,40238,1450243,1,1,0,1,1,12,0.333333333,0.1
24,690,2018,1,1,0.265625,-0.818253657,-5.223713427,4.397307123,0.003977273,30.80925636,53.11518417,9.785606061,7.012878788,15.4530303,17.63939394,39171,1415742,1,1,0,1,1,12,0.222222222,0.1
25,691,2018,2,1,0.338028169,-3.48720518,-7.536688312,0.743019481,1.093831169,42.91396104,64.61992648,9.882305195,4.793831169,14.90519481,17.38571429,39171,1415742,1,1,0,1,1,12,0.265625,0.1
26,692,2018,3,1,0.28125,2.449718242,-2.255844156,7.944805195,1.89788961,45.69285714,72.60567995,10.02207792,4.809332528,14.35714286,17.13896104,39171,1415742,1,1,0,1,1,12,0.338028169,0.1
27,693,2018,4,1,0.206896552,-5.705681818,-10.19772727,-0.043506494,0.189935065,28.07467532,49.6125,10.19285714,7.248496044,13.80805195,16.82571429,39171,1415742,1,1,0,1,1,12,0.28125,0.1
28,694,2018,5,1,0.196969697,-3.476136364,-8.324025974,1.853733766,0.068344156,26.37987013,49.86590909,10.39285714,7.33592887,13.35714286,16.57402597,39171,1415742,1,1,0,1,1,12,0.206896552,0.1
29,695,2018,6,2,0.194029851,-4.401475967,-10.12175325,1.531818182,0.111363636,26.57142857,49.23056986,10.61444805,7.520616883,12.92727273,16.31168831,39171,1415742,1,1,0,1,1,12,0.196969697,0.1
30,696,2018,7,2,0.220338983,-0.166638677,-5.476948052,5.258279221,0.178733766,26.29545455,49.45247238,10.8512987,7.458098224,12.49220779,16.05454545,39171,1415742,1,1,0,1,1,12,0.194029851,0.1
31,697,2018,8,2,0.181818182,2.255002612,-3.628571429,8.428246753,0.152272727,24.76948052,48.16976228,11.10194805,6.234902597,12.14805195,15.79090909,39171,1415742,1,1,0,0,1,12,0.220338983,0.1
32,698,2018,9,2,0.178571429,4.088149351,-2.097727273,10.81964286,4.269805195,29.65909091,59.14074675,11.36201299,7.031006494,11.84415584,15.51298701,39171,1415742,1,1,0,0,0,12,0.181818182,0.1
33,699,2018,10,3,0.064516129,5.37208352,1.10487013,10.57288961,7.037337662,52.92532468,76.37520339,11.62305195,4.136363636,11.4961039,15.25844156,39171,1415742,0,1,0,0,-1,12,0.178571429,0.1
34,700,2018,11,3,0.09375,9.158441558,2.578246753,15.94545455,3.719642857,42.00162338,69.17045455,11.89383117,7.224035304,11.3,14.98831169,39171,1415742,0,1,0,0,0,12,0.064516129,0.1
35,701,2018,12,3,0.109090909,6.097077922,1.345941558,11.07727273,5.228409091,45.34415584,70.18636364,12.1625,4.719155844,11.18571429,14.69220779,39171,1415742,1,1,0,1,1,12,0.09375,0.1
36,702,2018,13,3,0.1625,13.03831169,5.942857143,20.79383117,0,32.04220779,61.34935065,12.4288961,9.125281758,11.1987013,14.44025974,39171,1415742,1,1,0,1,1,12,0.109090909,0.1
37,703,2018,14,4,0.121621622,11.88701299,7.580032468,16.93977273,6.394642857,48.43506494,71.89448052,12.69805195,4.852272727,11.1974026,14.11818182,39171,1415742,1,1,0,1,1,12,0.1625,0.1
38,704,2018,15,4,0.164383562,11.81368301,5.25487013,17.87305195,4.188149351,26.47197343,57.0788961,12.95665584,7.08961039,11.43636364,13.9987013,39171,1415742,1,1,0,1,1,12,0.121621622,0.1
39,705,2018,16,4,0.164383562,13.87711039,6.278409091,21.96152597,0.000649351,25.28571429,56.62791275,13.21542208,10.76201299,11.71688312,13.89090909,39171,1415742,1,1,0,1,1,12,0.164383562,0.1
40,706,2018,17,4,0.171052632,13.71731975,8.23961039,19.77905844,9.018181818,42.11038961,69.27850612,13.45974026,6.340422078,11.92467532,13.78051948,39171,1415742,1,1,0,1,1,12,0.164383562,0.1
41,707,2018,18,4,0.158536585,15.92970779,9.61461039,22.08717532,1.930844156,40.34415584,64.36351321,13.69399351,7.613961039,12.21168831,13.72467532,39171,1415742,1,1,0,1,1,12,0.171052632,0.1
42,708,2018,19,5,0.107692308,15.40094977,11.34902597,20.18766234,7.409253247,50.21103896,76.82705628,13.91071429,4.941071429,12.54935065,13.74545455,39171,1415742,1,1,0,0,1,12,0.158536585,0.1
43,709,2018,20,5,0.122807018,19.48165584,14.82581169,24.57905844,5.52711039,58.043402,79.58392523,14.10844156,5.035714286,13.0038961,13.76493506,39171,1415742,1,1,0,0,0,12,0.107692308,0.1
44,710,2018,21,5,0.057971014,17.82256494,10.93279221,24.73798701,2.981006494,34.25974026,63.75762987,14.28116883,9.262012987,13.45974026,13.80909091,39171,1415742,0,1,0,-1,-1,12,0.122807018,0.1
45,711,2018,22,5,0.043478261,20.82711039,15.09334416,27.24756494,0.635064935,42.875,69.56948052,14.42288961,8.400649351,13.82597403,13.91168831,39171,1415742,0,1,0,-1,-1,12,0.057971014,0.1
46,712,2018,23,6,0.072164948,22.00487013,16.70714286,28.28717532,0.316396104,42.89123377,68.97775974,14.53133117,8.665097403,14.24415584,14.0012987,39171,1415742,0,0,0,0,-1,12,0.043478261,0.1
47,713,2018,24,6,0.054054054,19.53022653,16.07191558,24.24318182,1.955844156,54.33441558,73.14189991,14.60032468,5.624512987,14.72727273,14.11558442,39171,1415742,0,0,0,0,0,12,0.072164948,0.1
48,714,2018,25,6,0.113402062,22.50714286,17.18457792,28.73116883,0.52711039,40.74675325,67.98085722,14.63019481,7.797424989,15.25844156,14.25714286,39171,1415742,1,1,0,0,1,12,0.054054054,0.1
49,715,2018,26,6,0.16,23.92608846,20.00730519,28.68198052,17.66590909,59.3262987,80.05837642,14.61672078,4.532469398,15.78701299,14.43506494,39171,1415742,1,1,0,0,0,12,0.113402062,0.1
50,716,2018,27,7,0.045454545,23.18258044,20.5377575,26.8532878,21.70292208,69.69103598,84.94162635,14.56071429,3.310999993,16.91948052,14.72987013,39171,1415742,0,1,0,-1,-1,12,0.16,0.1
51,717,2018,28,7,0.089552239,24.76053329,21.22581169,29.00064935,2.504220779,63.53019481,81.57658979,14.46623377,5.846764442,17.32467532,15.02987013,39171,1415742,0,1,0,-1,-1,12,0.045454545,0.1
52,718,2018,29,7,0.04,28.12840909,22.95405844,34.14188312,0.001785714,47.56103896,73.48409091,14.33766234,11.61498545,17.63597403,15.28298701,39171,1415742,0,0,0,-1,-1,12,0.089552239,0.1
0,719,2018,30,7,0.020408163,29.35855911,24.98814935,34.98928571,0.535227273,49.98262987,73.88885095,14.17808442,9.580681818,18.00948052,15.51116883,39171,1415742,0,0,0,-1,-1,13,0.04,0.1
1,720,2018,31,7,0.045454545,29.44383117,24.425,35.28003247,0.170779221,46.15844156,69.04107143,13.99285714,10.65974026,18.50909091,15.78181818,39171,1415742,0,0,0,-1,-1,13,0.020408163,0.1
2,721,2018,32,8,0.048387097,28.3586039,24.81964286,33.61883117,4.395616883,54.63636364,77.50422078,13.7836039,6.862012987,19.26493506,16.04545455,39171,1415742,0,0,0,-1,-1,13,0.045454545,0.1
3,722,2018,33,8,0.015151515,27.28059039,22.76298701,33.00811688,2.211525974,48.05194805,70.86041947,13.55746753,8.627296985,19.73246753,16.2961039,39171,1415742,0,0,0,-1,-1,13,0.048387097,0.1
4,723,2018,34,8,0.014084507,26.11506941,21.84366883,30.97743506,8.165422078,53.74350649,75.21154277,13.3211039,5.616819675,20.2038961,16.70779221,39171,1415742,0,0,0,-1,-1,13,0.015151515,0.1
5,724,2018,35,8,0.036585366,24.20693504,21.52792208,27.97175325,29.6775974,69.84458501,87.35767588,13.07112655,3.473013023,21.0987013,16.91948052,39171,1415742,0,0,0,-1,-1,13,0.014084507,0.1
6,725,2018,36,9,0.015873016,22.13483356,18.0724026,26.77987013,9.92711039,54.34936185,77.45695036,12.81623377,5.062979506,21.59220779,17.57532468,39171,1415742,0,0,0,-1,-1,13,0.036585366,0.1
7,726,2018,37,9,0.044776119,20.63652411,16.54334416,25.2887987,2.853733766,58.61525974,78.20848448,12.55535714,5.016883117,21.53246753,17.88311688,39171,1415742,0,0,0,-1,-1,13,0.015873016,0.1
8,727,2018,38,9,0.063492063,20.65892857,17.27840909,25.08376623,6.116720779,57.60064935,82.53831169,12.29529221,4.329383117,21.51948052,18.12857143,39171,1415742,0,0,0,-1,-1,13,0.044776119,0.1
9,728,2018,39,9,0.081081081,17.26655844,12.0137987,23.37775974,0.528409091,44.74025974,72.1325515,12.02224026,6.428409091,21.47662338,18.32077922,39171,1415742,0,0,0,-1,-1,13,0.063492063,0.1
10,729,2018,40,9,0.037037037,16.93555195,12.3836039,22.25243506,20.66136364,49.4025974,75.15779221,11.76298701,6.380519481,21.38051948,18.46883117,39171,1415742,0,0,0,-1,-1,13,0.081081081,0.1
11,730,2018,41,10,0,13.18766234,7.944155844,19.34448052,0.230032468,37.88149351,68.23961039,11.49886364,7.686330049,21.28701299,18.67792208,39171,1415742,0,0,0,0,-1,13,0.037037037,0.1
12,731,2018,42,10,0.041666667,12.33642894,6.909577922,19.42662338,0.911363636,38.95454545,73.88106247,11.24253247,7.523126586,20.94675325,18.74805195,39171,1415742,0,0,0,0,0,13,0,0.1
13,732,2018,43,10,0.142857143,11.92646104,6.709253247,18.57516234,1.202597403,41.08279221,72.89285714,10.98814935,6.283844604,20.65974026,18.8012987,39171,1415742,1,1,0,1,1,13,0.041666667,0.1
14,733,2018,44,10,0.1,8.685876623,2.786525974,16.13441558,0.790909091,35.49512987,67.97029221,10.74853896,8.07919279,20.28831169,18.80779221,39171,1415742,1,1,0,1,1,13,0.142857143,0.1
15,734,2018,45,11,0.197183099,11.62029407,6.610714286,17.81282468,5.507954545,49.79383117,78.34613718,10.51883117,5.163798701,19.8974026,18.8012987,39171,1415742,1,1,0,1,1,13,0.1,0.1
16,735,2018,46,11,0.138461538,8.599188312,3.806006494,14.85454545,0.612987013,45.21753247,75.89809673,10.30892857,5.531493506,19.41818182,18.73636364,39171,1415742,1,1,0,1,1,13,0.197183099,0.1
17,736,2018,47,11,0.1,5.023945738,0.13538961,10.51607143,0.704058442,30.00162338,60.53555755,10.12126623,5.171590909,18.96493506,18.62597403,39171,1415742,1,1,0,0,1,13,0.138461538,0.1
18,737,2018,48,11,0.174603175,5.666720779,0.473538961,12.51915584,0,36.4482572,67.45631811,9.962012987,5.800324675,18.4974026,18.5012987,39171,1415742,1,1,0,0,0,13,0.1,0.1
19,738,2018,49,12,0.058823529,4.359090909,0.242857143,8.800974026,3.480844156,45.2987013,66.6762987,9.838149351,3.948214286,17.96103896,18.33896104,39171,1415742,0,1,0,0,0,13,0.174603175,0.1
20,739,2018,50,12,0.175438596,-1.687662338,-6.483279221,3.757305195,0.297077922,31.37824675,57.99172078,9.753571429,6.281006494,17.42207792,18.17402597,39171,1415742,1,1,0,1,1,13,0.058823529,0.1
21,740,2018,51,12,0.258064516,3.774837662,-1.35974026,9.749025974,0.129383117,40.31818182,68.61266234,9.715097403,5.03616398,16.87272727,18.00909091,39171,1415742,1,1,0,1,1,13,0.175438596,0.1
22,741,2018,52,12,0.189189189,-1.30762987,-5.658279221,3.43538961,0.226136364,25.51461039,47.35470779,9.719189431,6.878733766,16.21818182,17.77402597,39171,1415742,1,1,0,1,1,13,0.258064516,0.1
23,742,2018,53,12,0.454545455,-4.085795455,-9.797727273,2.413636364,0.011931818,23.92613636,49.14090909,9.744886364,7.998295455,15.82272727,17.61363636,39171,1415742,1,1,1,1,1,13,0.189189189,0.1
24,743,2019,1,1,0.36,-1.540768025,-6.754545455,4.197954545,0.015909091,28.22045455,52.97284222,9.775909091,6.383863636,15.54727273,17.51272727,37371,1365085,1,1,0,1,1,13,0.454545455,0.1
25,744,2019,2,1,0.355555556,-0.096915584,-4.837662338,5.581006494,0.354058442,31.17857143,54.94025974,9.861688312,6.100811688,15.04415584,17.30909091,37371,1365085,1,1,0,1,1,13,0.36,0.1
26,745,2019,3,1,0.426666667,0.44702381,-4.644642857,6.577046947,0.062662338,34.14301948,61.30649164,9.993506494,6.527153306,14.47012987,17.05194805,37371,1365085,1,1,0,1,1,13,0.355555556,0.1
27,746,2019,4,1,0.384615385,0.700162338,-4.618019481,6.698701299,0.028733766,26.02050679,50.22471824,10.16071429,7.94724026,13.94285714,16.78311688,37371,1365085,1,1,0,1,1,13,0.426666667,0.1
28,747,2019,5,1,0.405797101,0.791720779,-5.380681818,7.075811688,0.792694805,28.81655844,55.08632259,10.35535714,6.678409091,13.46883117,16.5012987,37371,1365085,1,1,0,1,1,13,0.384615385,0.1
29,748,2019,6,2,0.28,2.130681818,-2.679383117,7.600487013,2.011688312,29.0275974,53.81883117,10.57451299,6.301623377,13.04025974,16.22597403,37371,1365085,1,1,0,1,1,13,0.405797101,0.1
30,749,2019,7,2,0.315068493,0.005032468,-4.417207792,4.905032468,0.076623377,29.10551948,50.25048701,10.80811688,6.462598895,12.64155844,15.92987013,37371,1365085,1,1,0,1,1,13,0.28,0.1
31,750,2019,8,2,0.194029851,2.605844156,-2.445779221,8.495616883,2.503896104,36.33312808,65.41669058,11.05616883,5.957948948,12.33116883,15.68961039,37371,1365085,1,1,0,1,1,13,0.315068493,0.1
32,751,2019,9,2,0.242857143,6.153733766,-0.026785714,13.3041592,0.066071429,28.32986267,60.4799541,11.3137987,7.68474026,12.02337662,15.42727273,37371,1365085,1,1,0,1,1,13,0.194029851,0.1
33,752,2019,10,3,0.196078431,7.650649351,1.426298701,14.34659091,0.288149351,30.04058442,60.08149351,11.58003247,6.732467532,11.79220779,15.18051948,37371,1365085,1,1,0,1,1,13,0.242857143,0.1
34,753,2019,11,3,0.214285714,5.527259666,0.261688312,11.29626623,2.1125,34.03871847,62.30070555,11.84691558,6.082467532,11.68181818,14.95584416,37371,1365085,1,1,0,1,1,13,0.196078431,0.1
35,754,2019,12,3,0.202531646,7.722017517,1.698538961,14.23831169,2.890422078,31.44365308,60.48513448,12.1086039,6.887175325,11.64545455,14.74935065,37371,1365085,1,1,0,1,1,13,0.214285714,0.1
36,755,2019,13,3,0.377358491,8.923538961,2.777435065,15.47678571,0.503896104,30.34428646,58.93056613,12.38652597,7.999350649,11.62467532,14.57272727,37371,1365085,1,1,0,1,1,13,0.202531646,0.1
37,756,2019,14,3,0.358490566,8.074512987,1.188311688,14.79431818,0.12224026,20.06583072,44.91404501,12.64918831,9.687078295,11.66363636,14.41298701,37371,1365085,1,1,0,1,1,13,0.377358491,0.1
38,757,2019,15,4,0.329545455,9.979220779,4.414901478,16.12516234,4.939285714,33.81655844,62.54350649,12.91314935,6.059351404,11.74285714,14.27532468,37371,1365085,1,1,0,1,1,13,0.358490566,0.1
39,758,2019,16,4,0.301369863,13.13441745,6.255519481,20.10064935,0.186038961,31.30194805,57.04683721,13.16661815,7.663035528,11.85194805,14.16623377,37371,1365085,1,1,0,1,1,13,0.329545455,0.1
40,759,2019,17,4,0.289855072,14.50243506,9.939285714,19.66461039,3.170292208,52.65584416,76.62873377,13.41704545,4.09512987,12.00909091,14.08051948,37371,1365085,1,1,0,1,1,13,0.301369863,0.1
41,760,2019,18,4,0.243243243,14.6237013,8.395292208,21.45422078,2.970454545,37.50649351,66.28439692,13.65340909,7.640925884,12.25194805,14.01038961,37371,1365085,1,1,0,1,1,13,0.289855072,0.1
42,761,2019,19,5,0.310344828,16.21372593,8.327597403,24.25438312,0.0375,19.04383117,47.00153381,13.8737013,10.91278922,12.54805195,13.97012987,37371,1365085,1,1,0,1,1,13,0.243243243,0.1
43,762,2019,20,5,0.203125,19.51168458,13.46038961,26.07256494,3.416233766,37.98863636,64.41224436,14.07467532,7.850811688,12.88181818,13.95584416,37371,1365085,1,1,0,1,1,13,0.310344828,0.1
